id;type;start;end;text;norm;score;apply;replacement
SNILS:23131-23145;SNILS;23131;23145;271-551-884 83;271-551-884 83;1.00;true;[SNILS_123]
SNILS:23196-23207;SNILS;23196;23207;79208289991;792-082-899 91;0.20;false;[SNILS_124]
SNILS:23295-23309;SNILS;23295;23309;058-957-829 38;058-957-829 38;1.00;true;[SNILS_125]
PER:23405-23417;PER;23405;23417;И.О. Сидоров;;0.50;false;[PER_002]
PER:23473-23485;PER;23473;23485;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:23572-23586;SNILS;23572;23586;866-912-517 51;866-912-517 51;1.00;true;[SNILS_126]
SNILS:23650-23664;SNILS;23650;23664;852-892-268 51;852-892-268 51;1.00;true;[SNILS_127]
PHONE:23854-23882;PHONE;23854;23882;+7 (921) 265-51-38 доб. 5679;;0.90;true;[PHONE_082]
SNILS:23935-23946;SNILS;23935;23946;79103563591;791-035-635 91;0.20;false;[SNILS_128]
PER:23981-23993;PER;23981;23993;И.О. Кравцов;;0.50;false;[PER_006]
PER:24310-24322;PER;24310;24322;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:24395-24410;PHONE;24395;24410;7-961-350-97-61;+79613509761;0.90;true;[PHONE_083]
SNILS:24547-24561;SNILS;24547;24561;773-592-555 51;773-592-555 51;1.00;true;[SNILS_129]
SNILS:24625-24639;SNILS;24625;24639;258-815-371 09;258-815-371 09;1.00;true;[SNILS_130]
SNILS:24690-24701;SNILS;24690;24701;79573532822;795-735-328 22;0.20;false;[SNILS_131]
SNILS:24767-24781;SNILS;24767;24781;963-259-532 44;963-259-532 44;1.00;true;[SNILS_132]
SNILS:24845-24859;SNILS;24845;24859;877-470-168 57;877-470-168 57;1.00;true;[SNILS_133]
SNILS:24923-24937;SNILS;24923;24937;339-500-479 78;339-500-479 78;1.00;true;[SNILS_134]
PER:25049-25061;PER;25049;25061;И.О. Сидоров;;0.50;false;[PER_002]
PER:25117-25129;PER;25117;25129;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:25216-25230;SNILS;25216;25230;480-162-456 71;480-162-456 71;1.00;true;[SNILS_135]
PHONE:25280-25295;PHONE;25280;25295;8 905 510 16 82;+79055101682;0.90;true;[PHONE_084]
PHONE:25347-25362;PHONE;25347;25362;7-970-395-19-59;+79703951959;0.90;true;[PHONE_085]
SNILS:25538-25552;SNILS;25538;25552;558-523-986 40;558-523-986 40;1.00;true;[SNILS_136]
PHONE:25631-25659;PHONE;25631;25659;+7 (960) 631-68-29 доб. 9942;;0.90;true;[PHONE_086]
SNILS:25776-25787;SNILS;25776;25787;79205028848;792-050-288 48;0.20;false;[SNILS_137]
PHONE:25869-25887;PHONE;25869;25887;+7 (960) 935-12-57;+79609351257;0.90;true;[PHONE_087]
SNILS:25953-25967;SNILS;25953;25967;940-974-993 64;940-974-993 64;1.00;true;[SNILS_138]
PER:26000-26012;PER;26000;26012;И.О. Сидоров;;0.50;false;[PER_002]
PER:26137-26149;PER;26137;26149;И.О. Сидоров;;0.50;false;[PER_002]
PER:26205-26217;PER;26205;26217;И.О. Сидоров;;0.50;false;[PER_002]
PER:26294-26306;PER;26294;26306;И.О. Сидоров;;0.50;false;[PER_002]
ADDR:26364-26406;ADDR;26364;26406;обл. Казань, ул. Ленина, д. 5 к.1 стр.2 кв;;0.70;false;[ADDR_012]
PHONE:26450-26465;PHONE;26450;26465;7-953-255-62-98;+79532556298;0.90;true;[PHONE_088]
PHONE:26540-26555;PHONE;26540;26555;8 984 589 77 58;+79845897758;0.90;true;[PHONE_089]
SNILS:26621-26635;SNILS;26621;26635;858-549-733 82;858-549-733 82;1.00;true;[SNILS_139]
PHONE:26685-26700;PHONE;26685;26700;8 971 405 38 48;+79714053848;0.90;true;[PHONE_090]
PER:26735-26747;PER;26735;26747;И.О. Сидоров;;0.50;false;[PER_002]
PER:26803-26815;PER;26803;26815;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:26902-26916;SNILS;26902;26916;575-844-198 47;575-844-198 47;1.00;true;[SNILS_140]
SNILS:26980-26994;SNILS;26980;26994;652-404-157 67;652-404-157 67;1.00;true;[SNILS_141]
PER:27027-27039;PER;27027;27039;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:27113-27124;SNILS;27113;27124;79955903735;799-559-037 35;0.20;false;[SNILS_142]
PER:27222-27233;PER;27222;27233;Саша Иванов;;0.50;false;[PER_019]
ADDR:27278-27320;ADDR;27278;27320;обл. Тверь, улица Гоголя, дом 3 строение 1;;0.70;false;[ADDR_013]
ADDR:27346-27397;ADDR;27346;27397;край Санкт-Петербург, ул. Ленина, д. 5 к.1 стр.2 кв;;0.70;false;[ADDR_014]
PER:27424-27435;PER;27424;27435;Елена Юрьев;;0.50;false;[PER_020]
SNILS:27509-27523;SNILS;27509;27523;734-540-193 88;734-540-193 88;1.00;true;[SNILS_143]
PER:27640-27652;PER;27640;27652;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:27804-27822;PHONE;27804;27822;+7 (904) 109-48-82;+79041094882;0.90;true;[PHONE_091]
PHONE:27874-27889;PHONE;27874;27889;7-936-565-92-79;+79365659279;0.90;true;[PHONE_092]
PER:27924-27945;PER;27924;27945;Максим Сидоров-Петров;;0.50;false;[PER_021]
PHONE:28005-28020;PHONE;28005;28020;7-924-928-24-52;+79249282452;0.90;true;[PHONE_093]
PER:28055-28067;PER;28055;28067;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:28140-28168;PHONE;28140;28168;+7 (991) 290-11-53 доб. 4843;;0.90;true;[PHONE_094]
PER:28203-28215;PER;28203;28215;И.О. Сидоров;;0.50;false;[PER_002]
PER:28355-28368;PER;28355;28368;Мария Кравцов;;0.50;false;[PER_022]
PER:28490-28502;PER;28490;28502;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:28589-28603;SNILS;28589;28603;685-161-227 08;685-161-227 08;1.00;true;[SNILS_144]
PHONE:28653-28668;PHONE;28653;28668;7-931-106-43-59;+79311064359;0.90;true;[PHONE_095]
SNILS:28800-28811;SNILS;28800;28811;79424098483;794-240-984 83;0.20;false;[SNILS_145]
PER:28846-28858;PER;28846;28858;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:28931-28946;PHONE;28931;28946;7-988-341-17-95;+79883411795;0.90;true;[PHONE_096]
PHONE:28998-29016;PHONE;28998;29016;+7 (920) 515-97-74;+79205159774;0.90;true;[PHONE_097]
PER:29051-29063;PER;29051;29063;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:29136-29151;PHONE;29136;29151;7-947-729-38-38;+79477293838;0.90;true;[PHONE_098]
PER:29186-29197;PER;29186;29197;Роман Батов;;0.50;false;[PER_023]
PER:29341-29353;PER;29341;29353;И.О. Сидоров;;0.50;false;[PER_002]
PER:29488-29498;PER;29488;29498;Саша Юрьев;;0.50;false;[PER_024]
PHONE:29667-29695;PHONE;29667;29695;+7 (909) 677-24-17 доб. 8982;;0.90;true;[PHONE_099]
PER:29730-29742;PER;29730;29742;Макс Сидоров;;0.50;false;[PER_025]
SNILS:29954-29968;SNILS;29954;29968;286-790-874 51;286-790-874 51;1.00;true;[SNILS_146]
PER:30001-30013;PER;30001;30013;И.О. Сидоров;;0.50;false;[PER_002]
PER:30123-30135;PER;30123;30135;И.О. Сидоров;;0.50;false;[PER_002]
PER:30191-30201;PER;30191;30201;Май Иванов;;0.50;false;[PER_005]
SNILS:30275-30289;SNILS;30275;30289;518-017-046 55;518-017-046 55;1.00;true;[SNILS_147]
PER:30322-30337;PER;30322;30337;Надежда Лебедев;;0.50;false;[PER_015]
PER:30380-30392;PER;30380;30392;И.О. Сидоров;;0.50;false;[PER_002]
PER:30448-30460;PER;30448;30460;И.О. Сидоров;;0.50;false;[PER_002]
PER:30516-30528;PER;30516;30528;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:30615-30629;SNILS;30615;30629;567-661-825 43;567-661-825 43;1.00;true;[SNILS_148]
PER:30760-30772;PER;30760;30772;И.О. Сидоров;;0.50;false;[PER_002]
PER:30828-30840;PER;30828;30840;И.О. Сидоров;;0.50;false;[PER_002]
PER:31043-31055;PER;31043;31055;И.О. Сидоров;;0.50;false;[PER_002]
PER:31242-31253;PER;31242;31253;Женя Петров;;0.50;false;[PER_026]
SNILS:31440-31454;SNILS;31440;31454;383-028-439 80;383-028-439 80;1.00;true;[SNILS_149]
SNILS:31505-31516;SNILS;31505;31516;79737129651;797-371-296 51;0.20;false;[SNILS_150]
SNILS:31642-31656;SNILS;31642;31656;440-892-687 08;440-892-687 08;1.00;true;[SNILS_151]
PHONE:31755-31770;PHONE;31755;31770;7-989-526-62-29;+79895266229;0.90;true;[PHONE_100]
PER:31805-31824;PER;31805;31824;Макс Сидоров-Петров;;0.50;false;[PER_027]
PER:32004-32016;PER;32004;32016;И.О. Сидоров;;0.50;false;[PER_002]
PER:32072-32084;PER;32072;32084;Роман Иванов;;0.50;false;[PER_028]
SNILS:32167-32178;SNILS;32167;32178;79264389220;792-643-892 20;0.20;false;[SNILS_152]
PHONE:32290-32308;PHONE;32290;32308;+7 (948) 789-87-87;+79487898787;0.90;true;[PHONE_101]
SNILS:32432-32446;SNILS;32432;32446;354-033-173 41;354-033-173 41;1.00;true;[SNILS_153]
PER:32479-32491;PER;32479;32491;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:32588-32599;SNILS;32588;32599;79485777893;794-857-778 93;0.20;false;[SNILS_154]
PHONE:32651-32666;PHONE;32651;32666;7-946-625-73-69;+79466257369;0.90;true;[PHONE_102]
PHONE:32876-32903;PHONE;32876;32903;+7 (926) 479-50-62 доб. 759;;0.90;true;[PHONE_103]
PER:33017-33031;PER;33017;33031;Надежда Иванов;;0.50;false;[PER_029]
PHONE:33091-33106;PHONE;33091;33106;8 970 698 84 63;+79706988463;0.90;true;[PHONE_104]
SNILS:33239-33253;SNILS;33239;33253;937-854-777 83;937-854-777 83;1.00;true;[SNILS_155]
PER:33286-33298;PER;33286;33298;Иван Сидоров;;0.50;false;[PER_030]
PER:33341-33360;PER;33341;33360;Макс Сидоров-Петров;;0.50;false;[PER_027]
PER:33403-33413;PER;33403;33413;Макс Юрьев;;0.50;false;[PER_031]
PER:33606-33618;PER;33606;33618;И.О. Сидоров;;0.50;false;[PER_002]
PER:33807-33819;PER;33807;33819;И.О. Сидоров;;0.50;false;[PER_002]
PER:33875-33884;PER;33875;33884;Май Батов;;0.50;false;[PER_018]
PER:34020-34032;PER;34020;34032;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:34166-34181;PHONE;34166;34181;8 968 393 12 74;+79683931274;0.90;true;[PHONE_105]
PER:34277-34289;PER;34277;34289;Женя Кравцов;;0.50;false;[PER_032]
PER:34444-34456;PER;34444;34456;И.О. Сидоров;;0.50;false;[PER_002]
PER:34591-34603;PER;34591;34603;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:34827-34841;SNILS;34827;34841;870-021-765 79;870-021-765 79;1.00;true;[SNILS_156]
PER:34975-34987;PER;34975;34987;И.О. Сидоров;;0.50;false;[PER_002]
PER:35073-35085;PER;35073;35085;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:35159-35170;SNILS;35159;35170;79696779414;796-967-794 14;0.20;false;[SNILS_157]
ADDR:35282-35320;ADDR;35282;35320;р-н Томск, проспект Мира, дом 10, корп;;0.70;false;[ADDR_015]
PER:35379-35391;PER;35379;35391;И.О. Сидоров;;0.50;false;[PER_002]
PER:35501-35513;PER;35501;35513;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:35587-35598;SNILS;35587;35598;79062006539;790-620-065 39;0.20;false;[SNILS_158]
SNILS:35775-35789;SNILS;35775;35789;735-866-296 52;735-866-296 52;1.00;true;[SNILS_159]
ADDR:35887-35932;ADDR;35887;35932;Республика Томск, проспект Мира, дом 10, корп;;0.70;false;[ADDR_016]
PER:35959-35971;PER;35959;35971;И.О. Сидоров;;0.50;false;[PER_002]
PER:36106-36118;PER;36106;36118;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:36248-36259;SNILS;36248;36259;79131931049;791-319-310 49;0.20;false;[SNILS_160]
PHONE:36390-36405;PHONE;36390;36405;7-913-235-21-33;+79132352133;0.90;true;[PHONE_106]
SNILS:36591-36605;SNILS;36591;36605;183-982-622 18;183-982-622 18;1.00;true;[SNILS_161]
PHONE:36655-36670;PHONE;36655;36670;8 938 374 73 28;+79383747328;0.90;true;[PHONE_107]
SNILS:36736-36750;SNILS;36736;36750;464-715-437 02;464-715-437 02;1.00;true;[SNILS_162]
PHONE:37063-37078;PHONE;37063;37078;8 956 442 65 93;+79564426593;0.90;true;[PHONE_108]
SNILS:37131-37142;SNILS;37131;37142;79417179835;794-171-798 35;0.20;false;[SNILS_163]
PHONE:37250-37265;PHONE;37250;37265;8 994 811 91 72;+79948119172;0.90;true;[PHONE_109]
PHONE:37317-37345;PHONE;37317;37345;+7 (948) 387-60-56 доб. 1875;;0.90;true;[PHONE_110]
PER:37380-37392;PER;37380;37392;Макс Сидоров;;0.50;false;[PER_025]
PER:37435-37447;PER;37435;37447;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:37621-37636;PHONE;37621;37636;8 988 170 62 96;+79881706296;0.90;true;[PHONE_111]
PER:37671-37683;PER;37671;37683;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:37756-37771;PHONE;37756;37771;7-930-358-94-29;+79303589429;0.90;true;[PHONE_112]
PER:37992-38003;PER;37992;38003;Рим Кравцов;;0.50;false;[PER_033]
PER:38046-38058;PER;38046;38058;И.О. Сидоров;;0.50;false;[PER_002]
PER:38114-38126;PER;38114;38126;И.О. Сидоров;;0.50;false;[PER_002]
PER:38182-38194;PER;38182;38194;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:38281-38295;SNILS;38281;38295;561-014-388 53;561-014-388 53;1.00;true;[SNILS_164]
PER:38438-38450;PER;38438;38450;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:38565-38579;SNILS;38565;38579;146-112-545 29;146-112-545 29;1.00;true;[SNILS_165]
SNILS:38643-38657;SNILS;38643;38657;387-571-775 47;387-571-775 47;1.00;true;[SNILS_166]
ADDR:38763-38790;ADDR;38763;38790;пос. Рим, пр-кт Победы, д 1;;0.70;false;[ADDR_017]
PER:38814-38826;PER;38814;38826;И.О. Сидоров;;0.50;false;[PER_002]
PER:38882-38896;PER;38882;38896;Максим Сидоров;;0.50;false;[PER_034]
SNILS:38992-39006;SNILS;38992;39006;226-609-379 79;226-609-379 79;1.00;true;[SNILS_167]
SNILS:39070-39084;SNILS;39070;39084;603-341-918 53;603-341-918 53;1.00;true;[SNILS_168]
PER:39173-39185;PER;39173;39185;Роман Петров;;0.50;false;[PER_035]
PHONE:39245-39273;PHONE;39245;39273;+7 (985) 983-72-77 доб. 5144;;0.90;true;[PHONE_113]
SNILS:39339-39353;SNILS;39339;39353;969-155-792 82;969-155-792 82;1.00;true;[SNILS_169]
PER:39465-39477;PER;39465;39477;И.О. Сидоров;;0.50;false;[PER_002]
PER:39533-39545;PER;39533;39545;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:39698-39709;SNILS;39698;39709;79787042096;797-870-420 96;0.20;false;[SNILS_170]
PER:39802-39812;PER;39802;39812;Иван Батов;;0.50;false;[PER_036]
SNILS:39946-39960;SNILS;39946;39960;929-662-782 71;929-662-782 71;1.00;true;[SNILS_171]
PHONE:40039-40054;PHONE;40039;40054;7-957-734-16-55;+79577341655;0.90;true;[PHONE_114]
PER:40089-40099;PER;40089;40099;Женя Серов;;0.50;false;[PER_012]
SNILS:40173-40187;SNILS;40173;40187;887-676-772 14;887-676-772 14;1.00;true;[SNILS_172]
ADDR:40222-40255;ADDR;40222;40255;с. Владимир, пер. Чехова, д.7, кв;;0.70;false;[ADDR_018]
ADDR:40285-40317;ADDR;40285;40317;край Томск, пер. Чехова, д.7, кв;;0.70;false;[ADDR_019]
PHONE:40362-40390;PHONE;40362;40390;+7 (921) 899-68-82 доб. 8125;;0.90;true;[PHONE_115]
SNILS:40508-40522;SNILS;40508;40522;836-134-074 92;836-134-074 92;1.00;true;[SNILS_173]
PHONE:40572-40600;PHONE;40572;40600;+7 (911) 549-25-40 доб. 3448;;0.90;true;[PHONE_116]
PER:40635-40647;PER;40635;40647;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:40720-40748;PHONE;40720;40748;+7 (990) 724-90-64 доб. 2729;;0.90;true;[PHONE_117]
PER:40783-40793;PER;40783;40793;Женя Серов;;0.50;false;[PER_012]
PER:40836-40847;PER;40836;40847;Рим Кравцов;;0.50;false;[PER_033]
SNILS:40908-40919;SNILS;40908;40919;79683878678;796-838-786 78;0.20;false;[SNILS_174]
PER:40954-40966;PER;40954;40966;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:41039-41054;PHONE;41039;41054;8 937 686 44 75;+79376864475;0.90;true;[PHONE_118]
SNILS:41278-41292;SNILS;41278;41292;042-232-536 07;042-232-536 07;1.00;true;[SNILS_175]
SNILS:41356-41370;SNILS;41356;41370;294-667-116 21;294-667-116 21;1.00;true;[SNILS_176]
PHONE:41453-41471;PHONE;41453;41471;+7 (974) 102-21-68;+79741022168;0.90;true;[PHONE_119]
PHONE:41624-41652;PHONE;41624;41652;+7 (936) 445-80-83 доб. 2149;;0.90;true;[PHONE_120]
SNILS:41797-41811;SNILS;41797;41811;500-170-127 00;500-170-127 00;1.00;true;[SNILS_177]
SNILS:41875-41889;SNILS;41875;41889;063-242-415 27;063-242-415 27;1.00;true;[SNILS_178]
PHONE:41939-41957;PHONE;41939;41957;+7 (910) 480-95-93;+79104809593;0.90;true;[PHONE_121]
SNILS:42023-42037;SNILS;42023;42037;436-110-371 36;436-110-371 36;1.00;true;[SNILS_179]
PER:42125-42137;PER;42125;42137;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:42224-42238;SNILS;42224;42238;005-162-713 04;005-162-713 04;1.00;true;[SNILS_180]
SNILS:42302-42316;SNILS;42302;42316;111-554-262 14;111-554-262 14;1.00;true;[SNILS_181]
PER:42349-42361;PER;42349;42361;И.О. Сидоров;;0.50;false;[PER_002]
PER:42417-42429;PER;42417;42429;И.О. Сидоров;;0.50;false;[PER_002]
PER:42659-42671;PER;42659;42671;Вера Кравцов;;0.50;false;[PER_037]
PER:42714-42726;PER;42714;42726;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:42813-42827;SNILS;42813;42827;565-234-138 87;565-234-138 87;1.00;true;[SNILS_182]
PER:42883-42897;PER;42883;42897;Максим Кравцов;;0.50;false;[PER_038]
SNILS:43521-43532;SNILS;43521;43532;79271401760;792-714-017 60;0.20;false;[SNILS_183]
PER:43567-43579;PER;43567;43579;И.О. Сидоров;;0.50;false;[PER_002]
PER:43635-43647;PER;43635;43647;И.О. Сидоров;;0.50;false;[PER_002]
PER:43933-43945;PER;43933;43945;И.О. Сидоров;;0.50;false;[PER_002]
PER:44001-44013;PER;44001;44013;И.О. Сидоров;;0.50;false;[PER_002]
PER:44069-44081;PER;44069;44081;И.О. Сидоров;;0.50;false;[PER_002]
ADDR:44251-44291;ADDR;44251;44291;с. Калуга, ул. Ленина, д. 5 к.1 стр.2 кв;;0.70;false;[ADDR_020]
PER:44318-44330;PER;44318;44330;И.О. Сидоров;;0.50;false;[PER_002]
PER:44386-44398;PER;44386;44398;И.О. Сидоров;;0.50;false;[PER_002]
PER:44454-44466;PER;44454;44466;И.О. Сидоров;;0.50;false;[PER_002]
PER:44522-44534;PER;44522;44534;И.О. Сидоров;;0.50;false;[PER_002]
PER:44590-44601;PER;44590;44601;Вера Иванов;;0.50;false;[PER_039]
PER:44644-44656;PER;44644;44656;И.О. Сидоров;;0.50;false;[PER_002]
PER:44712-44728;PER;44712;44728;Владимир Сидоров;;0.50;false;[PER_040]
SNILS:44802-44816;SNILS;44802;44816;588-425-241 32;588-425-241 32;1.00;true;[SNILS_184]
SNILS:45029-45043;SNILS;45029;45043;785-079-252 49;785-079-252 49;1.00;true;[SNILS_185]
PHONE:45093-45108;PHONE;45093;45108;8 998 205 83 96;+79982058396;0.90;true;[PHONE_122]
PER:45143-45155;PER;45143;45155;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:45264-45278;SNILS;45264;45278;562-208-635 79;562-208-635 79;1.00;true;[SNILS_186]
PER:45311-45322;PER;45311;45322;Елена Батов;;0.50;false;[PER_041]
PHONE:45382-45400;PHONE;45382;45400;+7 (934) 945-19-83;+79349451983;0.90;true;[PHONE_123]
PHONE:45615-45643;PHONE;45615;45643;+7 (999) 965-49-51 доб. 1425;;0.90;true;[PHONE_124]
SNILS:45709-45723;SNILS;45709;45723;053-494-937 85;053-494-937 85;1.00;true;[SNILS_187]
PHONE:45773-45788;PHONE;45773;45788;8 975 605 35 79;+79756053579;0.90;true;[PHONE_125]
SNILS:45945-45959;SNILS;45945;45959;413-836-702 74;413-836-702 74;1.00;true;[SNILS_188]
PER:45992-46004;PER;45992;46004;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:46078-46089;SNILS;46078;46089;79111443976;791-114-439 76;0.20;false;[SNILS_189]
SNILS:46155-46169;SNILS;46155;46169;191-826-199 99;191-826-199 99;1.00;true;[SNILS_190]
ADDR:46204-46242;ADDR;46204;46242;р-н Тверь, проспект Мира, дом 10, корп;;0.70;false;[ADDR_021]
SNILS:46287-46298;SNILS;46287;46298;79339715060;793-397-150 60;0.20;false;[SNILS_191]
SNILS:46364-46378;SNILS;46364;46378;431-329-121 38;431-329-121 38;1.00;true;[SNILS_192]
PER:46411-46431;PER;46411;46431;Роман Сидоров-Петров;;0.50;false;[PER_042]
PHONE:46491-46506;PHONE;46491;46506;7-952-223-78-55;+79522237855;0.90;true;[PHONE_126]
SNILS:46559-46570;SNILS;46559;46570;79593712521;795-937-125 21;0.20;false;[SNILS_193]
PER:46684-46696;PER;46684;46696;И.О. Сидоров;;0.50;false;[PER_002]
PER:46752-46764;PER;46752;46764;И.О. Сидоров;;0.50;false;[PER_002]
PER:46842-46854;PER;46842;46854;И.О. Сидоров;;0.50;false;[PER_002]
PER:47053-47065;PER;47053;47065;И.О. Сидоров;;0.50;false;[PER_002]
PER:47222-47232;PER;47222;47232;Женя Серов;;0.50;false;[PER_012]
SNILS:47306-47320;SNILS;47306;47320;519-941-013 98;519-941-013 98;1.00;true;[SNILS_194]
PER:47353-47365;PER;47353;47365;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:47452-47466;SNILS;47452;47466;215-107-029 07;215-107-029 07;1.00;true;[SNILS_195]
SNILS:47530-47544;SNILS;47530;47544;670-662-532 05;670-662-532 05;1.00;true;[SNILS_196]
SNILS:47595-47606;SNILS;47595;47606;79355562914;793-555-629 14;0.20;false;[SNILS_197]
SNILS:47672-47686;SNILS;47672;47686;687-014-626 14;687-014-626 14;1.00;true;[SNILS_198]
PER:47779-47791;PER;47779;47791;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:48058-48072;SNILS;48058;48072;598-564-205 58;598-564-205 58;1.00;true;[SNILS_199]
SNILS:48157-48171;SNILS;48157;48171;859-321-334 24;859-321-334 24;1.00;true;[SNILS_200]
PHONE:48487-48502;PHONE;48487;48502;7-972-677-28-82;+79726772882;0.90;true;[PHONE_127]
PER:48717-48729;PER;48717;48729;И.О. Сидоров;;0.50;false;[PER_002]
ADDR:48850-48900;ADDR;48850;48900;город Санкт-Петербург, проспект Мира, дом 10, корп;;0.70;false;[ADDR_022]
SNILS:49068-49082;SNILS;49068;49082;915-452-267 04;915-452-267 04;1.00;true;[SNILS_201]
PER:49115-49127;PER;49115;49127;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:49200-49215;PHONE;49200;49215;8 922 824 81 98;+79228248198;0.90;true;[PHONE_128]
PER:49250-49262;PER;49250;49262;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:49364-49379;PHONE;49364;49379;7-916-281-10-99;+79162811099;0.90;true;[PHONE_129]
PER:49697-49706;PER;49697;49706;Май Серов;;0.50;false;[PER_043]
PER:49749-49761;PER;49749;49761;И.О. Сидоров;;0.50;false;[PER_002]
PER:49817-49829;PER;49817;49829;И.О. Сидоров;;0.50;false;[PER_002]
PER:49885-49897;PER;49885;49897;И.О. Сидоров;;0.50;false;[PER_002]
PER:49953-49965;PER;49953;49965;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:50038-50056;PHONE;50038;50056;+7 (957) 111-43-36;+79571114336;0.90;true;[PHONE_130]
PHONE:50108-50123;PHONE;50108;50123;7-932-905-23-10;+79329052310;0.90;true;[PHONE_131]
SNILS:50189-50203;SNILS;50189;50203;626-765-861 39;626-765-861 39;1.00;true;[SNILS_202]
SNILS:50346-50360;SNILS;50346;50360;932-710-405 82;932-710-405 82;1.00;true;[SNILS_203]
PHONE:50410-50425;PHONE;50410;50425;8 913 175 53 31;+79131755331;0.90;true;[PHONE_132]
PER:50460-50472;PER;50460;50472;И.О. Сидоров;;0.50;false;[PER_002]
PER:50616-50629;PER;50616;50629;Елена Сидоров;;0.50;false;[PER_044]
ADDR:50674-50716;ADDR;50674;50716;р-н Москва, улица Гоголя, дом 3 строение 1;;0.70;false;[ADDR_023]
PER:50740-50751;PER;50740;50751;Елена Батов;;0.50;false;[PER_041]
PER:51063-51075;PER;51063;51075;И.О. Сидоров;;0.50;false;[PER_002]
PER:51131-51143;PER;51131;51143;И.О. Сидоров;;0.50;false;[PER_002]
PER:51230-51241;PER;51230;51241;И.О. Петров;;0.50;false;[PER_001]
SNILS:51315-51329;SNILS;51315;51329;146-774-186 00;146-774-186 00;1.00;true;[SNILS_204]
PHONE:51437-51452;PHONE;51437;51452;7-923-556-15-43;+79235561543;0.90;true;[PHONE_133]
PHONE:51504-51519;PHONE;51504;51519;8 928 957 44 82;+79289574482;0.90;true;[PHONE_134]
PER:51633-51645;PER;51633;51645;И.О. Сидоров;;0.50;false;[PER_002]
PER:51701-51713;PER;51701;51713;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:51869-51883;SNILS;51869;51883;938-068-687 62;938-068-687 62;1.00;true;[SNILS_205]
PER:52026-52038;PER;52026;52038;И.О. Сидоров;;0.50;false;[PER_002]
PER:52223-52235;PER;52223;52235;Женя Сидоров;;0.50;false;[PER_045]
ADDR:52280-52315;ADDR;52280;52315;Республика Тверь, пр-кт Победы, д 1;;0.70;false;[ADDR_024]
PER:52339-52352;PER;52339;52352;Надежда Серов;;0.50;false;[PER_046]
SNILS:52581-52595;SNILS;52581;52595;162-299-911 93;162-299-911 93;1.00;true;[SNILS_206]
PHONE:52667-52682;PHONE;52667;52682;7-949-770-72-83;+79497707283;0.90;true;[PHONE_135]
PER:52789-52800;PER;52789;52800;Пётр Иванов;;0.50;false;[PER_047]
SNILS:52874-52888;SNILS;52874;52888;530-745-054 64;530-745-054 64;1.00;true;[SNILS_207]
PHONE:52938-52953;PHONE;52938;52953;8 935 963 72 99;+79359637299;0.90;true;[PHONE_136]
PER:52988-52998;PER;52988;52998;И.О. Батов;;0.50;false;[PER_048]
SNILS:53072-53086;SNILS;53072;53086;546-913-736 21;546-913-736 21;1.00;true;[SNILS_208]
PER:53119-53131;PER;53119;53131;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:53218-53232;SNILS;53218;53232;850-821-486 06;850-821-486 06;1.00;true;[SNILS_209]
PER:53265-53279;PER;53265;53279;Максим Кравцов;;0.50;false;[PER_038]
ADDR:53324-53365;ADDR;53324;53365;р-н Санкт-Петербург, пер. Чехова, д.7, кв;;0.70;false;[ADDR_025]
ADDR:53456-53516;ADDR;53456;53516;"УЛ. ЛЕНИНА 5-2.
В обл. Казань, ул. Ленина, д. 5 к.1 стр.2 кв";;0.70;false;[ADDR_026]
